 ira =      6195008   masha =      6202531
          14          -6     6180022
          15          -6     6180023
          16          -6     6180024
          17          -6     6180025
          18          -6     6180026
          19          -6     6180027
          19          -5     6182527
          19          -4     6185027
          20          -4     6185028
          21          -4     6185029
          22          -4     6185030
          22          -5     6182530
          21          -5     6182529
          20          -5     6182528
          20          -6     6180028
          21          -6     6180029
          22          -6     6180030
          23          -6     6180031
          23          -5     6182531
          23          -4     6185031
          24          -4     6185032
          24          -5     6182532
          25          -5     6182533
          25          -4     6185033
          26          -4     6185034
          26          -5     6182534
          27          -5     6182535
          27          -4     6185035
          28          -4     6185036
          28          -3     6187536
          28          -2     6190036
          28          -1     6192536
          27          -1     6192535
          27          -2     6190035
          27          -3     6187535
          26          -3     6187534
          25          -3     6187533
          24          -3     6187532
          24          -2     6190032
          25          -2     6190033
          26          -2     6190034
          26          -1     6192534
          25          -1     6192533
          24          -1     6192532
          23          -1     6192531
          22          -1     6192530
          22           0     6195030
          22           1     6197530
          22           2     6200030
          22           3     6202530
          21           3     6202529
          21           2     6200029
          21           1     6197529
          21           0     6195029
          21          -1     6192529
          20          -1     6192528
          20           0     6195028
          19           0     6195027
          19          -1     6192527
          18          -1     6192526
          18           0     6195026
          17           0     6195025
          17           1     6197525
          18           1     6197526
          19           1     6197527
          20           1     6197528
          20           2     6200028
          20           3     6202528
          19           3     6202527
          19           2     6200027
          18           2     6200026
          17           2     6200025
          16           2     6200024
          15           2     6200023
          15           3     6202523
          16           3     6202524
          16           4     6205024
          15           4     6205023
          15           5     6207523
          16           5     6207524
          16           6     6210024
          17           6     6210025
          18           6     6210026
          18           5     6207526
          18           4     6205026
          19           4     6205027
          20           4     6205028
          20           5     6207528
          19           5     6207527
          19           6     6210027
          19           7     6212527
          18           7     6212526
          17           7     6212525
          16           7     6212524
          16           8     6215024
          17           8     6215025
          17           9     6217525
          17          10     6220025
          18          10     6220026
          18           9     6217526
          18           8     6215026
          19           8     6215027
          19           9     6217527
          19          10     6220027
          20          10     6220028
          20           9     6217528
          21           9     6217529
          21          10     6220029
          21          11     6222529
          21          12     6225029
          21          13     6227529
          22          13     6227530
          22          12     6225030
          22          11     6222530
          22          10     6220030
          22           9     6217530
          23           9     6217531
          24           9     6217532
          24           8     6215032
          23           8     6215031
          23           7     6212531
          22           7     6212530
          22           8     6215030
          21           8     6215029
          21           7     6212529
          21           6     6210029
          21           5     6207529
          22           5     6207530
          22           4     6205030
          23           4     6205031
          23           5     6207531
          24           5     6207532
          24           4     6205032
          25           4     6205033
          25           5     6207533
          25           6     6210033
          26           6     6210034
          27           6     6210035
          27           5     6207535
          26           5     6207534
          26           4     6205034
          26           3     6202534
          25           3     6202533
          25           2     6200033
          26           2     6200034
          27           2     6200035
          28           2     6200036
          29           2     6200037
          30           2     6200038
          30           1     6197538
          30           0     6195038
          31           0     6195039
          31           1     6197539
          31           2     6200039
          31           3     6202539
          30           3     6202538
          29           3     6202537
          28           3     6202536
          27           3     6202535
          27           4     6205035
          28           4     6205036
          28           5     6207536
          29           5     6207537
          29           4     6205037
          30           4     6205038
          30           5     6207538
          30           6     6210038
          30           7     6212538
          30           8     6215038
          30           9     6217538
          31           9     6217539
          31           8     6215039
          31           7     6212539
          31           6     6210039
          31           5     6207539
          31           4     6205039
          32           4     6205040
          33           4     6205041
          34           4     6205042
          34           3     6202542
          34           2     6200042
          33           2     6200041
          33           3     6202541
          32           3     6202540
          32           2     6200040
          32           1     6197540
          32           0     6195040
          32          -1     6192540
          32          -2     6190040
          31          -2     6190039
          31          -1     6192539
          30          -1     6192538
          30          -2     6190038
          29          -2     6190037
          29          -1     6192537
          29           0     6195037
          28           0     6195036
          27           0     6195035
          27           1     6197535
          26           1     6197534
          26           0     6195034
          25           0     6195033
          25           1     6197533
          24           1     6197532
          24           0     6195032
          23           0     6195031
          23           1     6197531
          23           2     6200031
          23           3     6202531
